"","RAZAO_SOCIAL","ENDERECO","BAIRRO","BANDEIRA","PRECO_VENDA","PRECO_COMPRA","MODALIDADE_DE_COMPRA","FORNECEDOR","DATA_COLETA","CIDADE","UF","COMBUSTIVEL"
"549","Posto Surui Ltda","Estrada Rio Mage, S/n Br 464 - Km 16,5","Surui","RAIZEN",3.189,NA,"-","-","14/09/2016","MAGE","RJ","Etanol"
"550","Posto Roncador Ltda.","Rua João Valério, 766","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.269,NA,"-","-","14/09/2016","MAGE","RJ","Etanol"
"551","Auto Posto Super Ltda","Praca Doutor Nilo Peçanha, 70","Centro","RAIZEN",3.289,NA,"-","-","14/09/2016","MAGE","RJ","Etanol"
"552","Posto Diana de Itacuruça Ltda.","Rodovia Br 101, S/n Km 416","Itacuruça","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.643,"FOB","-","13/09/2016","MANGARATIBA","RJ","Etanol"
"553","Posto Cidade Mangaratiba Ltda","Rua Coronel Moreira da Silva, 45","Centro","IPIRANGA",3.049,NA,"-","-","13/09/2016","MANGARATIBA","RJ","Etanol"
"554","Posto de Gasolina Verdes Mares Ltda","Rodovia Br 101, S/n Km 30,3","Muriqui","PETROBRAS DISTRIBUIDORA S.A.",3.099,2.699,"CIF","-","13/09/2016","MANGARATIBA","RJ","Etanol"
"555","Posto de Gasolina Barão de Muriqui Ltda- Me","Rua Parana, 8","Muriqui","BRANCA",3.099,2.44,"FOB","TOBRAS","13/09/2016","MANGARATIBA","RJ","Etanol"
"556","Posto de Gasolina Rio Santos de Conceição de Jacareí Lt","Rodovia Rio Santos, S/n Quadra 10 , Lotes 4,5 e 6","Conceição de Jacareí","IPIRANGA",3.099,3.009,"FOB","-","13/09/2016","MANGARATIBA","RJ","Etanol"
"557","Auto Posto Sentido do Mar Ltda","Rodovia Amaral Peixoto, S/n Km 14","Inoã","BRANCA",2.729,NA,"-","-","13/09/2016","MARICA","RJ","Etanol"
"558","Posto 318 Revenda de Combustíveis Ltda.","Rodovia Amaral Peixoto, S/n Km 14, Lote 02, Quadra 05","Inoã","BRANCA",2.859,NA,"-","-","13/09/2016","MARICA","RJ","Etanol"
"559","Rede Osorios de Maricá Comércio de Gas Natural Comprimido Ltda.","Rua José Barbosa Cunha, S/nº Lote 2, Quadra A","Loteamento Recanto dos Reis","IPIRANGA",2.899,NA,"-","-","13/09/2016","MARICA","RJ","Etanol"
"560","Auto Posto e Serviço M J M de Maricá Ltda.","Rodovia Amaral Peixoto - Km 22,5, S/n","Itapeba","RAIZEN",2.899,2.756,"CIF","-","13/09/2016","MARICA","RJ","Etanol"
"561","Posto Aleluia Ii Ltda","Rodovia Amaral Peixoto, S/n Km 16 Lote 06 Quadra 09","Chácaras de Inoã - Rua Gilma S Duarte","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.438,"CIF","-","13/09/2016","MARICA","RJ","Etanol"
"562","Posto Aleluia Ltda.","Estrada Amaral Peixoto, S/n Km 16","Inoã","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.657,"CIF","-","12/09/2016","MARICA","RJ","Etanol"
"563","Auto Posto Villa Rosa Ltda","Estrada de Itaipuaçu, 2059","Itaipuaçu","BRANCA",2.999,NA,"-","-","13/09/2016","MARICA","RJ","Etanol"
"564","Posto dos Motoristas Comércio de Combustíveis Ltda","Avenida Roberto Silveira, 93","Centro","IPIRANGA",3.109,2.87,"CIF","-","12/09/2016","MARICA","RJ","Etanol"
"565","Posto Mar Azul Ltda","Avenida Vereador Francisco Sabino da Costa, S/n","Mombuca","IPIRANGA",3.109,2.87,"CIF","-","13/09/2016","MARICA","RJ","Etanol"
"566","Auto Posto Nilópolis Ltda.","Avenida Getúlio de Moura, 13","Olinda","BRANCA",2.789,2.41,"CIF","RODOPETRO","12/09/2016","NILOPOLIS","RJ","Etanol"
"567","Rhesus - Rio Auto Posto Ltda.","Avenida Getulio Vargas, 215 / 315","Olinda","BRANCA",2.789,2.39,"CIF","RODOPETRO","12/09/2016","NILOPOLIS","RJ","Etanol"
"568","Posto Nossa Senhora Aparecida Ltda","Estrada Getulio Moura, 2075","Centro","BRANCA",2.789,2.39,"FOB","RODOPETRO","12/09/2016","NILOPOLIS","RJ","Etanol"
"569","Auto Posto do Trabalho de Nilópolis Ltda.","Estrada Roberto Silveira, 1078","Olinda","RAIZEN",2.999,2.576,"CIF","-","12/09/2016","NILOPOLIS","RJ","Etanol"
"570","Posto 15 de Combustiveis Ltda","Avenida Getulio de Moura, 2385 2387","Centro","RAIZEN",2.999,NA,"-","-","12/09/2016","NILOPOLIS","RJ","Etanol"
"571","Cock Pit Posto de Gasolina Ltda.","Rua dos Expedicionarios, 190","Centro","RAIZEN",2.999,2.704,"CIF","-","12/09/2016","NILOPOLIS","RJ","Etanol"
"572","Auto Posto Natu Ltda","Estrada Francisco da Cruz Neves, 56","Itaipu","BRANCA",2.699,2.39,"FOB","RODOPETRO","14/09/2016","NITEROI","RJ","Etanol"
"573","Carlan Oleo e Combustivel Ltda","Alameda Sao Boaventura, 1119 0","Fonseca","BRANCA",2.699,2.37,"FOB","RODOPETRO","14/09/2016","NITEROI","RJ","Etanol"
"574","São Bento de Itaipu Auto Posto Ltda","Rua 10, S/n Lote 13a Quadra 18","Itaipu","PETROBRAS DISTRIBUIDORA S.A.",2.799,2.634,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"575","Nitgás do Brasil Posto de Gás Natural Veicular Ltda.","Alameda Sao Boaventura, 343","Fonseca","BRANCA",2.899,2.39,"FOB","RODOPETRO","14/09/2016","NITEROI","RJ","Etanol"
"576","Posto Grotao Ltda","Estrada Francisco da Cruz Nunes, 3649 Lote 154","Itaipu","PETROBRAS DISTRIBUIDORA S.A.",2.899,2.618,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"577","Daril Postos de Serviços Ltda","Alameda Sao Boaventura, 254 0","Fonseca","PETROBRAS DISTRIBUIDORA S.A.",2.899,NA,"-","-","14/09/2016","NITEROI","RJ","Etanol"
"578","Posto de Abastecimento dos Geranios Ltda","Avenida Central, S/n Lt 1,32 Qd. 1","Itaipu","PETROBRAS DISTRIBUIDORA S.A.",2.899,2.678,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"579","Posto Monsenhor Escriva Ltda","Alameda Sao Boaventura, 246","Fonseca","RAIZEN",2.989,2.642,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"580","Posto Niteroi 400 Ltda","Avenida Rui Barbosa, 408","São Francisco","BRANCA",2.989,2.42,"FOB","RODOPETRO","14/09/2016","NITEROI","RJ","Etanol"
"581","Auto Serviço Cachoeira Ltda","Rua Araribóia, 271","São Francisco","PETROBRAS DISTRIBUIDORA S.A.",2.998,2.67,"CIF","-","14/09/2016","NITEROI","RJ","Etanol"
"582","Auto Posto O. L. Ltda","Alm  Sao Boa Aventura, 819","Fonseca","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.654,"CIF","-","14/09/2016","NITEROI","RJ","Etanol"
"583","Comercial Charitas de Petroleo Ltda","Avenida Quintino Bocaiuva, 417 0","Charitas","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.664,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"584","Auto Posto Maralegre Ltda","Avenida Almirante Tamandare, 665 0","Piratininga","PETROBRAS DISTRIBUIDORA S.A.",3.09,2.62,"CIF","-","14/09/2016","NITEROI","RJ","Etanol"
"585","Auto Posto Vancouver Ltda","Estrada Francisco da Cruz Nunes, 915 Lote 3-a","Pendotiba","PETROBRAS DISTRIBUIDORA S.A.",3.169,2.62,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"586","Posto de Gasolina Tocantins Ltda.","Avenida Rui Barbosa, 539","São Francisco","PETROBRAS DISTRIBUIDORA S.A.",3.199,2.616,"CIF","-","14/09/2016","NITEROI","RJ","Etanol"
"587","Real Oceanico Posto de Gasolina Ltda - Me","Estrada Francisco da Cruz Nunes, 4946","Piratininga","IPIRANGA",3.199,2.879,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"588","Posto Jardim Uba Ltda","Estrada Francisco da Cruz Nunes, 5874 0","Piratininga","RAIZEN",3.199,2.741,"CIF","-","14/09/2016","NITEROI","RJ","Etanol"
"589","Posto Monza Ltda","Estrada Francisco da Cruz Nunes Filho, 2314","Itaipu","RAIZEN",3.199,2.57,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"590","Rede Osório's 410 de Niterói Comércio de Gnv Ltda","Avenida Rui Barbosa, 410","São Francisco","BRANCA",3.299,2.908,"CIF","DPPI","14/09/2016","NITEROI","RJ","Etanol"
"591","Bill Stop Combustiveis Ltda","Estrada Francisco da Cruz Nunes, 9163","Itaipu","IPIRANGA",3.395,2.935,"FOB","-","14/09/2016","NITEROI","RJ","Etanol"
"592","Posto de Gasolina Caçulinha Ltda","Praca Getulio Vargas, 164","Centro","BRANCA",2.559,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"593","Posto Chácara do Paraíso Abastecimento e Serviços Ltda","Avenida Eugênio Gaiser, 652","Chácara do Paraíso","BRANCA",2.559,2.36,"CIF","RODOPETRO","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"594","Posto Mury Ltda","Avenida Walter Machado Thedin, 284","Mury","BRANCA",2.56,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"595","Posto Rio Grandina Ltda","Rua Capitao Bento Jose Veloso, 191 Pte","Rio Grandina","ALESAT",2.63,2.654,"CIF","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"596","Posto Vila Guarani Ltda","Avenida Emil Cleff, 71","Ypu","BRANCA",2.699,2.37,"CIF","RODOPETRO","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"597","Posto Vovô Baião Ltda.","Rodovia Rj 148  - Estrada Cons. Paulino Riograndina, S/n Área 2 A","Conselheiro Paulino","RAIZEN",2.799,2.689,"CIF","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"598","M. Thurler  e Cia Ltda","Praca Rotary, 22","Olaria","RAIZEN",2.89,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"599","Posto Santo Antonio Ltda","Avenida Julio Antonio Thurler, 41","Olaria","RAIZEN",2.89,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"600","Posto de Gasolina Duas Pedras Ltda","Avenida Engenheiro Hans Gaiser, 142","Duas Pedras","IPIRANGA",2.949,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"601","Posto Saturno Ltda","Avenida Euterpe Friburguense, 151","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.098,2.555,"CIF","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"602","Posto de Gasolina Fribourg Ltda","Avenida Engenheiro Hans Gaiser, 148","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.099,2.604,"CIF","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"603","Auto Posto Campo do Coelho","Rua Antonio Mario de Azevedo, 12136","Campo do Coelho","IPIRANGA",3.359,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"604","Auto Posto Almeida de Friburgo Ltda","Avenida Antonio Mario de Azevedo, 18800","Conquista","IPIRANGA",3.38,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"605","Lumiar Combustíveis e Materiais de Construção Ltda.","Estrada de Lumiar, S/n 0","Lumiar","BRANCA",3.39,NA,"-","-","13/09/2016","NOVA FRIBURGO","RJ","Etanol"
"606","Carrefour Comercio e Industria Ltda","Rua Alan Kardec, 464 Parte","Maria da Luz","RAIZEN",2.759,NA,"-","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"607","Sendas Distribuidora S/a","Avenida Presidente Tancredo Neves, 3424 Antiga Avenida Guadalajara","Centro","BRANCA",2.779,NA,"-","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"608","Posto Alto da Posse Comercio de Combustivel Ltda","Estrada do Ambai, 440","Posse","BRANCA",2.789,NA,"-","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"609","Mata Virgem Auto Serviço Ltda","Rodovia Presidente Dutra, 21099 0","Comendador Soares","BRANCA",2.799,2.38,"CIF","RODOPETRO","12/09/2016","NOVA IGUACU","RJ","Etanol"
"610","Makro Atacadista Sociedade Anonima","Rodovia Presidente Dutra, S/n Área 1","Comendador Soares","PETROBRAS DISTRIBUIDORA S.A.",2.899,2.615,"CIF","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"611","Posto de Gasolina Amigao da Dutra Ltda","Rodovia Presidente Dutra, S/n Km 181,5","Comendador Soares","RAIZEN",2.899,NA,"-","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"612","Monza Comércio de Petroleo e Derivados Ltda","Rua Jose Luiz da Silva, 151","Austin","BRANCA",2.899,2.37,"CIF","RODOPETRO","12/09/2016","NOVA IGUACU","RJ","Etanol"
"613","Auto Posto Paddock Club Ltda","Rua Doutor Barros Junior, 899","Centro","RAIZEN",2.899,2.629,"CIF","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"614","Box 1000 Posto de Serviços Ltda","Avenida Nilo Peçanha, 1380","Centro","RAIZEN",2.929,2.695,"CIF","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"615","Posto de Gasolina Quintella Ltda","Estrada do Ambai, 54","Posse","BRANCA",2.999,2.48,"CIF","TOBRAS","12/09/2016","NOVA IGUACU","RJ","Etanol"
"616","Posto Missões 1 Ltda- Me","Rua Henrique Duque Estrada Mayer -  (ex-ambaí), 693","Posse","ALESAT",2.999,NA,"-","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"617","Amigo da Rodovia Auto Posto Ltda.","Rodovia Presidente Dutra, 22.251","Comendador Soares","PETROBRAS DISTRIBUIDORA S.A.",3.099,NA,"-","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"618","Posto de Gasolina Bar e Restaurante Imperatriz Ltda.","Rodovia Presidente Dutra, 17869 Km 17,5","Posse","RAIZEN",3.099,2.622,"FOB","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"619","Realeza de Iguaçu Comb. e Pneus Ltda","Avenida Governador Roberto Silveira, 1366","Posse","PETROBRAS DISTRIBUIDORA S.A.",3.199,2.631,"FOB","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"620","Posto Sao Caetano Ltda","Rodovia Presidente Dutra, S/n Km 185","Austin","BRANCA",3.299,2.83,"CIF","DPPI","12/09/2016","NOVA IGUACU","RJ","Etanol"
"621","Posto de Combustiveis Point de Nova Iguacu Ltda","Estrada Antiga Rio Sao Paulo, Br 465, 149 Km    32","Parque Sao Francisco","IPIRANGA",3.399,2.797,"CIF","-","12/09/2016","NOVA IGUACU","RJ","Etanol"
"622","Auto Posto Vela Mar Ltda","Rodovia Governador Mario Covas, S/n Km 534,300 Mts","Mambucaba","PETROBRAS DISTRIBUIDORA S.A.",3.299,2.752,"CIF","-","14/09/2016","PARATY","RJ","Etanol"
"623","Caminho do Ouro de Paraty Auto Posto Ltda","Avenida Roberto Silveira, S/n Lote 1 - Quadra Q","Portão de Ferro","ALESAT",3.349,2.665,"CIF","-","14/09/2016","PARATY","RJ","Etanol"
"624","Auto Posto Cidade Historica de Paraty Ltda","Avenida Roberto Silveira, 497","Chacara","BRANCA",3.499,NA,"-","-","14/09/2016","PARATY","RJ","Etanol"
"625","Posto Rio dos Meros Ltda.","Avenida Roberto Silveira, S/n Qd. B Lt. 01","Parque Ype","IPIRANGA",3.699,2.992,"CIF","-","14/09/2016","PARATY","RJ","Etanol"
"626","Auto Posto Estrada Mineira Ltda.","Rua Vigario Correa, 608 I","Correas","BRANCA",2.89,2.4,"CIF","RODOPETRO","12/09/2016","PETROPOLIS","RJ","Etanol"
"627","Auto Posto Ngf Ltda.","Estrada União e Indústria, 3031","Correas","BRANCA",2.949,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"628","Borracheiro e Posto de Abastecimento Ltda.","Estrada União Indústrial, 11325","Itaipava","ALESAT",2.995,2.811,"CIF","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"629","Auto Posto Gás Tudo Móvel Ltda.","Rua General Rondon, 880/890","Quitandinha","BRANCA",2.999,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"630","Auto Posto Bonsucesso Ltda.","Estrada União e Indústria, 8425","Bonsucesso","IPIRANGA",2.999,2.879,"CIF","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"631","Auto Posto Dona Isabel Ltda","Rua Doutor Earp, 555","Morin","BRANCA",2.999,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"632","Posto Regente Ltda","Rua Coronel Veiga, 1271 0","Centro","BRANCA",2.999,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"633","Barenco & Coelho Ltda","Estrada Uniao Industrial, 19386","Pedro do Rio","ALESAT",3.099,2.7,"CIF","-","13/09/2016","PETROPOLIS","RJ","Etanol"
"634","Posto Amarelinho de Petrópolis Ltda.","Rua Teresa, 1114","Alto da Serra","BRANCA",3.259,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"635","Posto de Serviço Nino S Ltda","Avenida Barao do Rio Branco, 10 0","Centro","IPIRANGA",3.285,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"636","Auto Posto Mecânica Coronel Veiga Ltda.","Rua Coronel Veiga, 259","Centro","RAIZEN",3.299,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"637","Ipi Center Ltda","Rua Treze de Maio, 135 Loja 3","Centro","IPIRANGA",3.399,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"638","Dumas & Damiao Combustiveis Ltda","Estrada Uniao Industria, 4500","Correas","BRANCA",3.399,2.825,"CIF","PETROBRAS DISTRIBUIDORA S.A.","12/09/2016","PETROPOLIS","RJ","Etanol"
"639","Auto Posto São Judas Tadeu Ltda.","Rua Mosela, 699","Mosela","BRANCA",3.399,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"640","Posto Maria Cumprida Ltda","Estrada Bernardo Coutinho, 1300","Araras","ALE COMBUSTÍVEIS",3.399,2.668,"CIF","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"641","Preditiva de Petropolis Auto Posto Ltda","Rua Montecaseros, 101","Centro","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"642","Dumas & Damiao Combustiveis Ltda","Estrada Uniao e Industria, 2058","Correas","BRANCA",3.399,2.852,"CIF","DPPI","12/09/2016","PETROPOLIS","RJ","Etanol"
"643","Auto Posto Vale do Samambaia Ltda.","Avenida Vereador Oaulo Maurity, 1441","Roseiral","RAIZEN",3.399,NA,"-","-","12/09/2016","PETROPOLIS","RJ","Etanol"
"644","Auto Posto Floresta Ltda","Rodovia Presidente Dutra, S/n Km 300","Fazenda da Barra","PETROBRAS DISTRIBUIDORA S.A.",2.89,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"645","Luemon Comércio de Combustível Ltda.","Rodovia Presidente Dutra, S/n Km 304","Paraíso","IPIRANGA",2.99,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"646","Paraiso Lubrificantes Ltda","Rodovia Presidente Dutra, S/n Km 305","Paraíso","RAIZEN",3.14,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"647","Auto Posto Mr Ltda.","Avenida General Afonseca, 660","Manejo","ALESAT",3.159,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"648","Posto Resende Ltda","Avenida Saturnino Braga, 212","Centro","RAIZEN",3.299,2.728,"CIF","-","13/09/2016","RESENDE","RJ","Etanol"
"649","Auto Posto Lelo Resende Ltda","Avenida Marcilio Dias, 465","Jardim Jalisco","RAIZEN",3.372,2.986,"CIF","-","13/09/2016","RESENDE","RJ","Etanol"
"650","Bd-2 Auto Posto Ltda.","Avenida Presidente Vargas, 301","Campos Elíseos","RAIZEN",3.378,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"651","Centro Automotivo Big -jalisco de Resende Ltda.","Rua João Ferreira Pinto, S/n","Jardim Jalisco","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"652","Posto Monte Castelo de Resende Ltda.","Rua Tenente-coronel Adalberto Mendes, 274 Esquina C/rua Fabiano Barreto","Manejo","PETROBRAS DISTRIBUIDORA S.A.",3.399,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"653","Posto de Agulhas Negras Ltda","Praca da Concordia, 60","Centro","IPIRANGA",3.439,NA,"-","-","13/09/2016","RESENDE","RJ","Etanol"
"654","Auto Posto Mug Ltda.","Rua Doutor Mattos, S/n","Centro","RAIZEN",2.999,NA,"-","-","13/09/2016","RIO BONITO","RJ","Etanol"
"655","Shopping Via Lagos Ltda","Rodovia Rj 124, S/n Km 22,5 - Via Lagos","Latino Melo","PETROBRAS DISTRIBUIDORA S.A.",2.999,2.624,"CIF","-","13/09/2016","RIO BONITO","RJ","Etanol"
"656","Auto Posto Rio Bonito Ltda","Rua Doutor Mattos, 441","Centro","RAIZEN",2.999,NA,"-","-","13/09/2016","RIO BONITO","RJ","Etanol"
"657","Auto Posto Sambe Ltda","Avenida Martinho Almeida, 350","Praca Cruzeiro","IPIRANGA",2.999,NA,"-","-","13/09/2016","RIO BONITO","RJ","Etanol"
"658","Posto Rio Estoril Ltda","Rodovia Br 101, S/n Km 264","1º Distrito","BRANCA",3.029,NA,"-","-","13/09/2016","RIO BONITO","RJ","Etanol"
"659","Auto Posto Ferraz Ltda - Epp","Avenida Joao Caetano, 600","Praca Cruzeiro","PETROBRAS DISTRIBUIDORA S.A.",3.099,NA,"-","-","13/09/2016","RIO BONITO","RJ","Etanol"
"660","Rio Bonito 2000 Combustiveis Ltda","Avenida Desembargador Ademario A. de Mendonca, 111","Centro","BRANCA",3.299,NA,"-","-","13/09/2016","RIO BONITO","RJ","Etanol"
"661","Auto Posto Pinto e Araújo Ltda","Estrada do Monteiro, 614","Campo Grande","BRANCA",2.67,2.36,"CIF","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"662","Auto Posto Parada da Praça Ltda","Avenida Santa Cruz, 5450","Bangu","BRANCA",2.679,2.39,"FOB","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"663","Rainbow Comercio de Combustiveis Eireli - Epp","Rua Joao Vicente,, 1400","Bento Ribeiro","BRANCA",2.699,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"664","Posto de Gasolina Alegria da Vila da Penha Ltda.","Avenida Braz de Pina, 1242","Vila da Penha","ALESAT",2.699,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"665","Posto de Gasolina Meridiano Ltda","Rua Joao Vicente, 41","Madureira","BRANCA",2.699,2.39,"CIF","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"666","Posto de Gasolina Laguna Beach 1 Ltda","Estrada Adhemar Bebiano, 3812 Lts. 1, 2 e 3 - do Pa 10152","Engenho da Rainha","BRANCA",2.699,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"667","Posto de Gasolina Nova Rainha de Inhauma Ltda.","Rua Engenho da Rainha, 432","Engenho da Rainha","RAIZEN",2.699,2.423,"FOB","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"668","Foz de Iguassu Auto Posto Ltda","Avenida Vicente de Carvalho, 355 0","Vicente de Carvalho","BRANCA",2.699,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"669","Auto Posto Amigos de Rocha Miranda Ltda.","Rua Doutor Luis Bicalho, 511","Rocha Miranda","BRANCA",2.699,2.38,"FOB","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"670","Posto de Gasolina Jaguar do Anil Ltda.","Avenida Tenente Coronel Muniz Aragão, 1240","Anil","BRANCA",2.789,2.398,"FOB","ZEMA","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"671","Posto Jurua Ltda","Estrada Vicente de Carvalho, 958","Vicente de Carvalho","BRANCA",2.799,2.37,"FOB","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"672","Auto Posto Ml de Ana Neri Ltda.","Rua Ana Neri, 282","Benfica","BRANCA",2.799,2.39,"CIF","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"673","Posto de Gasolina Varonel Ltda","Rua Monsenhor Felix, 682","Irajá","BRANCA",2.799,2.4,"FOB","ZEMA","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"674","Posto de Gasolina N. S. da Penha","Avenida Braz de Pina, 253","Penha","BRANCA",2.799,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"675","Auto Posto Ps Guerra Ltda.","Avenida Santa Cruz, 11930","Senador Vasconcelos","BRANCA",2.799,2.41,"CIF","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"676","Posto Jacui Ltda","Estrada do Sape, 445","Turiacu","PETROBRAS DISTRIBUIDORA S.A.",2.799,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"677","Posto de Gasolina Nobre Ltda.","Avenida Vicente de Carvalho, 1081","Vila da Penha","BRANCA",2.799,2.395,"FOB","ZEMA","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"678","Sendas Distribuidora S/a","Estrada da Agua Grande, 729 Parte","Irajá","BRANCA",2.879,2.703,"CIF","RAIZEN","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"679","Posto de Gasolina Dois Amigos Ltda - Epp","Rua Imboassu, 8","Coelho Neto","BRANCA",2.899,2.736,"FOB","RAIZEN","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"680","Posto de Gasolina Malvino Reis  Ltda","Rua Barao do Bom Retiro, 2140","Grajaú","BRANCA",2.899,2.438,"FOB","TOBRAS","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"681","Auto Posto Tirol Ltda","Estrada do Bananal, 277 301","Jacarepagua","RAIZEN",2.998,NA,"-","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"682","Posto e Garage Maior da Praça Ltda.","Rua Candido Benicio, 2045","Jacarepaguá","RAIZEN",2.999,2.664,"CIF","-","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"683","Posto de Gasolina Sabiá Ltda.","Avenida Ministro Ary Franco, 1.143","Bangu","BRANCA",2.999,2.737,"CIF","RAIZEN","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"684","Posto Mobial Servicos Ltda","Rua Salustiano Silva, 464","Magalhães Bastos","BRANCA",2.999,2.36,"FOB","RODOPETRO","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
"685",",posto de Gasolina Nova Esperança Ltda","Avenida Pastor Martin Luther King, 1661 Antiga Av. Automóvel Club","Inhaúma","BRANCA",2.999,2.601,"FOB","RAIZEN","13/09/2016","RIO DE JANEIRO","RJ","Etanol"
